99.97 99.74 99.72 99.24
100.21 99.49 99.77 100.18
99.46 99.29 99.78 100.21
99.97 99.81 99.60 99.51
100.45 99.83 99.80 100.38
100.06 99.81 99.82 99.45
99.38 99.59 99.78 99.97
99.69 99.77 99.83 100.19
100.39 99.80 99.81 100.19
99.55 99.85 99.85 99.60
100.16 99.75 99.73 100.16
99.97 99.82 99.85 100.15
100.19 99.93 99.58 100.22
99.54 99.78 99.79 99.74
100.02 99.88 99.93 99.70
99.94 99.81 99.85 99.90
99.98 99.81 99.86 100.08
99.94 99.81 99.82 99.86
100.37 99.82 99.81 100.15
99.59 99.83 99.86 99.81
100.28 99.81 99.74 100.29
100.07 99.91 99.93 100.07
99.46 99.87 99.92 100.14
99.91 99.83 99.87 100.01
99.74 99.80 99.86 99.75
99.77 99.74 99.78 99.60
100.00 99.84 99.86 100.03
99.89 99.83 99.82 100.26
100.00 99.58 99.54 99.96
99.81 99.72 99.79 99.88
100.06 99.77 99.78 99.67
100.09 99.86 99.86 100.60
100.32 99.79 99.79 99.28
99.51 99.75 99.71 100.64
99.86 99.84 99.85 99.35
99.99 99.79 99.79 100.64
100.61 99.60 99.65 99.24
99.83 99.75 99.69 100.15
99.67 99.76 99.62 99.77
100.01 99.77 99.84 100.93
99.94 99.50 99.20 99.44
99.89 99.81 99.77 99.71
99.76 99.42 99.74 99.77
100.07 99.83 99.79 100.13
100.11 99.85 99.80 100.28
99.64 99.75 99.73 100.01
99.92 99.78 99.76 99.48
99.94 99.80 99.80 100.71
99.97 99.78 99.22 99.92
99.98 99.84 99.79 99.34
100.40 99.65 99.81 100.20
99.56 99.82 99.84 100.00
100.04 99.90 99.86 100.06
100.73 99.70 99.72 99.61
99.65 99.58 99.57 100.35
99.27 99.32 99.79 99.94
100.21 99.85 99.88 99.61
99.73 99.70 99.80 100.23
100.32 99.84 99.83 99.95
99.95 99.82 99.85 99.68
100.18 99.72 99.85 99.98
99.38 99.76 99.80 100.38
99.97 99.41 99.84 100.22
99.99 99.70 99.79 99.29
99.75 98.89 98.91 100.18
100.18 99.81 99.82 100.15
100.36 99.78 99.85 100.15
99.48 99.80 99.78 99.47
99.76 99.81 99.82 100.67
98.90 99.79 99.78 97.60
99.73 99.24 99.64 99.76

